,GO id,GO name,GO namespace,p-value,corrected p-value,cluster freq,background freq
4231,GO:0009165,nucleotide biosynthetic process,biological_process,0.8556224276676982,0.9249371401594367,2/321 (0.62%),208/19699 (1.06%)
4232,GO:0030666,endocytic vesicle membrane,cellular_component,0.8556224276676982,0.9249371401594367,2/321 (0.62%),208/19699 (1.06%)
4233,GO:1901136,carbohydrate derivative catabolic process,biological_process,0.8556224276676982,0.9249371401594367,2/321 (0.62%),208/19699 (1.06%)
4234,GO:0009150,purine ribonucleotide metabolic process,biological_process,0.8560426701374801,0.9249830673041356,3/321 (0.93%),291/19699 (1.48%)
4235,GO:0006091,generation of precursor metabolites and energy,biological_process,0.8560691005244304,0.9249830673041356,4/321 (1.25%),370/19699 (1.88%)
4236,GO:0005911,cell-cell junction,cellular_component,0.8565163317389302,0.9252478759426677,6/321 (1.87%),522/19699 (2.65%)
4237,GO:0008203,cholesterol metabolic process,biological_process,0.8569420948675219,0.9252710469942552,1/321 (0.31%),118/19699 (0.60%)
4238,GO:0000910,cytokinesis,biological_process,0.8569420948675219,0.9252710469942552,1/321 (0.31%),118/19699 (0.60%)
4239,GO:0022900,electron transport chain,biological_process,0.8592873064270707,0.927365715990734,1/321 (0.31%),119/19699 (0.60%)
4240,GO:0005881,cytoplasmic microtubule,cellular_component,0.8592873064270707,0.927365715990734,1/321 (0.31%),119/19699 (0.60%)
4241,GO:0048259,regulation of receptor-mediated endocytosis,biological_process,0.8615941897078121,0.9296361636710646,1/321 (0.31%),120/19699 (0.61%)
4242,GO:1904064,positive regulation of cation transmembrane transport,biological_process,0.8638633691911253,0.9318648693819893,1/321 (0.31%),121/19699 (0.61%)
4243,GO:0072524,pyridine-containing compound metabolic process,biological_process,0.8704507785039599,0.9387495789850671,1/321 (0.31%),124/19699 (0.63%)
4244,GO:0034767,positive regulation of monoatomic ion transmembrane transport,biological_process,0.872575187193627,0.9407383358169452,1/321 (0.31%),125/19699 (0.63%)
4245,GO:0042391,regulation of membrane potential,biological_process,0.8727059152018243,0.9407383358169452,5/321 (1.56%),460/19699 (2.34%)
4246,GO:0046777,protein autophosphorylation,biological_process,0.8746648655889906,0.942406094585878,1/321 (0.31%),126/19699 (0.64%)
4247,GO:0009306,protein secretion,biological_process,0.8746648655889906,0.942406094585878,1/321 (0.31%),126/19699 (0.64%)
4248,GO:0007127,meiosis I,biological_process,0.8767203797230495,0.9439541703110792,1/321 (0.31%),127/19699 (0.64%)
4249,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,biological_process,0.8767203797230495,0.9439541703110792,1/321 (0.31%),127/19699 (0.64%)
4250,GO:1990756,ubiquitin-like ligase-substrate adaptor activity,molecular_function,0.8767203797230495,0.9439541703110792,1/321 (0.31%),127/19699 (0.64%)
4251,GO:0098791,Golgi apparatus subcompartment,cellular_component,0.8774023601218204,0.9444662752299088,4/321 (1.25%),386/19699 (1.96%)
4252,GO:0030100,regulation of endocytosis,biological_process,0.8782297114902243,0.945134584879087,3/321 (0.93%),306/19699 (1.55%)
4253,GO:1902652,secondary alcohol metabolic process,biological_process,0.8807311335045372,0.9464308457053608,1/321 (0.31%),129/19699 (0.65%)
4254,GO:0016125,sterol metabolic process,biological_process,0.8807311335045372,0.9464308457053608,1/321 (0.31%),129/19699 (0.65%)
4255,GO:0007041,lysosomal transport,biological_process,0.8807311335045372,0.9464308457053608,1/321 (0.31%),129/19699 (0.65%)
4256,GO:0097237,cellular response to toxic substance,biological_process,0.8807311335045372,0.9464308457053608,1/321 (0.31%),129/19699 (0.65%)
4257,GO:0035592,establishment of protein localization to extracellular region,biological_process,0.8807311335045372,0.9464308457053608,1/321 (0.31%),129/19699 (0.65%)
4258,GO:0030833,regulation of actin filament polymerization,biological_process,0.8807311335045372,0.9464308457053608,1/321 (0.31%),129/19699 (0.65%)
4259,GO:0051056,regulation of small GTPase mediated signal transduction,biological_process,0.8809473610783267,0.9464308457053608,3/321 (0.93%),308/19699 (1.56%)
4260,GO:0002685,regulation of leukocyte migration,biological_process,0.8810884495413027,0.9464308457053608,2/321 (0.62%),223/19699 (1.13%)
4261,GO:0061982,meiosis I cell cycle process,biological_process,0.8826874598277382,0.9479259745733359,1/321 (0.31%),130/19699 (0.66%)
4262,GO:0044306,neuron projection terminus,cellular_component,0.8846117955319283,0.94976968992485,1/321 (0.31%),131/19699 (0.67%)
4263,GO:0009259,ribonucleotide metabolic process,biological_process,0.8862217333967232,0.9512750642018766,3/321 (0.93%),312/19699 (1.58%)
4264,GO:0007416,synapse assembly,biological_process,0.8865046621322069,0.9513556479669663,1/321 (0.31%),132/19699 (0.67%)
4265,GO:0045444,fat cell differentiation,biological_process,0.8883665726680868,0.9524604832752012,1/321 (0.31%),133/19699 (0.68%)
4266,GO:1904950,negative regulation of establishment of protein localization,biological_process,0.8883665726680868,0.9524604832752012,1/321 (0.31%),133/19699 (0.68%)
4267,GO:0030018,Z disc,cellular_component,0.8883665726680868,0.9524604832752012,1/321 (0.31%),133/19699 (0.68%)
4268,GO:0006805,xenobiotic metabolic process,biological_process,0.8883665726680868,0.9524604832752012,1/321 (0.31%),133/19699 (0.68%)
4269,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",molecular_function,0.8886124101746283,0.9525009370888229,2/321 (0.62%),228/19699 (1.16%)
4270,GO:0007010,cytoskeleton organization,biological_process,0.8890983749861703,0.9527987034211429,16/321 (4.98%),1274/19699 (6.47%)
4271,GO:0046903,secretion,biological_process,0.8923075780577789,0.9560139945623722,6/321 (1.87%),555/19699 (2.82%)
4272,GO:0098858,actin-based cell projection,cellular_component,0.8929129119739759,0.9564386609185321,2/321 (0.62%),231/19699 (1.17%)
4273,GO:0006886,intracellular protein transport,biological_process,0.8932624638668917,0.956589213177062,6/321 (1.87%),556/19699 (2.82%)
4274,GO:0051592,response to calcium ion,biological_process,0.8937715740188502,0.9569105249787784,1/321 (0.31%),136/19699 (0.69%)
4275,GO:0019693,ribose phosphate metabolic process,biological_process,0.8949529955801163,0.9579513238470984,3/321 (0.93%),319/19699 (1.62%)
4276,GO:0005085,guanyl-nucleotide exchange factor activity,molecular_function,0.8970590733355078,0.9599811500249286,2/321 (0.62%),234/19699 (1.19%)
4277,GO:0008360,regulation of cell shape,biological_process,0.8989156549624154,0.9612936805520971,1/321 (0.31%),139/19699 (0.71%)
4278,GO:0048284,organelle fusion,biological_process,0.8989156549624154,0.9612936805520971,1/321 (0.31%),139/19699 (0.71%)
4279,GO:1905039,carboxylic acid transmembrane transport,biological_process,0.8989156549624154,0.9612936805520971,1/321 (0.31%),139/19699 (0.71%)
4280,GO:0030010,establishment of cell polarity,biological_process,0.9005745544898728,0.9628427320486213,1/321 (0.31%),140/19699 (0.71%)
4281,GO:0005125,cytokine activity,molecular_function,0.9010557341211084,0.9631322034265094,2/321 (0.62%),237/19699 (1.20%)
4282,GO:0050770,regulation of axonogenesis,biological_process,0.9022063131691892,0.964071280797551,1/321 (0.31%),141/19699 (0.72%)
4283,GO:0061134,peptidase regulator activity,molecular_function,0.9023555531869584,0.964071280797551,2/321 (0.62%),238/19699 (1.21%)
4284,GO:0020037,heme binding,molecular_function,0.9038113736801153,0.965401320264618,1/321 (0.31%),142/19699 (0.72%)
4285,GO:0034762,regulation of transmembrane transport,biological_process,0.9042689503566403,0.9656647190346109,4/321 (1.25%),410/19699 (2.08%)
4286,GO:1990778,protein localization to cell periphery,biological_process,0.9049076273751717,0.9658960378955599,2/321 (0.62%),240/19699 (1.22%)
4287,GO:0030016,myofibril,cellular_component,0.9049076273751717,0.9658960378955599,2/321 (0.62%),240/19699 (1.22%)
4288,GO:1903825,organic acid transmembrane transport,biological_process,0.9053901715043564,0.9661857810621215,1/321 (0.31%),143/19699 (0.73%)
4289,GO:0009152,purine ribonucleotide biosynthetic process,biological_process,0.9069431350422527,0.9676174193679232,1/321 (0.31%),144/19699 (0.73%)
4290,GO:0055082,intracellular chemical homeostasis,biological_process,0.9075886028094413,0.9680804090092783,6/321 (1.87%),572/19699 (2.90%)
4291,GO:0005777,peroxisome,cellular_component,0.908470685727573,0.9685698412706969,1/321 (0.31%),145/19699 (0.74%)
4292,GO:0042579,microbody,cellular_component,0.908470685727573,0.9685698412706969,1/321 (0.31%),145/19699 (0.74%)
4293,GO:0005198,structural molecule activity,molecular_function,0.9090737048179498,0.9689870393460076,9/321 (2.80%),801/19699 (4.07%)
4294,GO:0001906,cell killing,biological_process,0.911451200118508,0.9712950274603983,1/321 (0.31%),147/19699 (0.75%)
4295,GO:0048870,cell motility,biological_process,0.9125983745908859,0.9722911453683624,14/321 (4.36%),1170/19699 (5.94%)
4296,GO:0031674,I band,cellular_component,0.9129049728661531,0.9723914500368589,1/321 (0.31%),148/19699 (0.75%)
4297,GO:0008064,regulation of actin polymerization or depolymerization,biological_process,0.9143349510621515,0.9736880109379867,1/321 (0.31%),149/19699 (0.76%)
4298,GO:0098754,detoxification,biological_process,0.9157415229654277,0.9749590487584933,1/321 (0.31%),150/19699 (0.76%)
4299,GO:0043292,contractile muscle fiber,cellular_component,0.9167603022544768,0.9758167217252884,2/321 (0.62%),250/19699 (1.27%)
4300,GO:0006935,chemotaxis,biological_process,0.9176547941088321,0.9765180678716635,3/321 (0.93%),340/19699 (1.73%)
4301,GO:0099513,polymeric cytoskeletal fiber,cellular_component,0.9179804368121148,0.9765180678716635,9/321 (2.80%),814/19699 (4.13%)
4302,GO:0046906,tetrapyrrole binding,molecular_function,0.918485969453247,0.9765180678716635,1/321 (0.31%),152/19699 (0.77%)
4303,GO:1904375,regulation of protein localization to cell periphery,biological_process,0.918485969453247,0.9765180678716635,1/321 (0.31%),152/19699 (0.77%)
4304,GO:0030832,regulation of actin filament length,biological_process,0.918485969453247,0.9765180678716635,1/321 (0.31%),152/19699 (0.77%)
4305,GO:0042330,taxis,biological_process,0.9195661675974323,0.9772980301956053,3/321 (0.93%),342/19699 (1.74%)
4306,GO:1990204,oxidoreductase complex,cellular_component,0.919824589384976,0.9772980301956053,1/321 (0.31%),153/19699 (0.78%)
4307,GO:0045111,intermediate filament cytoskeleton,cellular_component,0.9200369239389677,0.9772980301956053,2/321 (0.62%),253/19699 (1.28%)
4308,GO:0032787,monocarboxylic acid metabolic process,biological_process,0.9204666534066939,0.9772980301956053,5/321 (1.56%),509/19699 (2.58%)
4309,GO:0009117,nucleotide metabolic process,biological_process,0.9208714594068135,0.9772980301956053,4/321 (1.25%),428/19699 (2.17%)
4310,GO:0009636,response to toxic substance,biological_process,0.9211019616226753,0.9772980301956053,2/321 (0.62%),254/19699 (1.29%)
4311,GO:0042582,azurophil granule,cellular_component,0.9211412939182525,0.9772980301956053,1/321 (0.31%),154/19699 (0.78%)
4312,GO:0005766,primary lysosome,cellular_component,0.9211412939182525,0.9772980301956053,1/321 (0.31%),154/19699 (0.78%)
4313,GO:0005506,iron ion binding,molecular_function,0.9211412939182525,0.9772980301956053,1/321 (0.31%),154/19699 (0.78%)
4314,GO:0006954,inflammatory response,biological_process,0.922424367434311,0.9782186258739438,6/321 (1.87%),591/19699 (3.00%)
4315,GO:0001669,acrosomal vesicle,cellular_component,0.922436440741084,0.9782186258739438,1/321 (0.31%),155/19699 (0.79%)
4316,GO:0097746,blood vessel diameter maintenance,biological_process,0.9237103817215441,0.9790015459753036,1/321 (0.31%),156/19699 (0.79%)
4317,GO:0035296,regulation of tube diameter,biological_process,0.9237103817215441,0.9790015459753036,1/321 (0.31%),156/19699 (0.79%)
4318,GO:0006508,proteolysis,biological_process,0.9238164031171808,0.9790015459753036,15/321 (4.67%),1262/19699 (6.41%)
4319,GO:0035150,regulation of tube size,biological_process,0.9249634630021758,0.979990224574296,1/321 (0.31%),157/19699 (0.80%)
4320,GO:0007009,plasma membrane organization,biological_process,0.9261960250928676,0.9810690133881173,1/321 (0.31%),158/19699 (0.80%)
4321,GO:0045807,positive regulation of endocytosis,biological_process,0.9274084029622289,0.9821259278940587,1/321 (0.31%),159/19699 (0.81%)
4322,GO:0032956,regulation of actin cytoskeleton organization,biological_process,0.9276769678485348,0.9821830862462975,3/321 (0.93%),351/19699 (1.78%)
4323,GO:0005178,integrin binding,molecular_function,0.928600926127486,0.9824795281751049,1/321 (0.31%),160/19699 (0.81%)
4324,GO:0009260,ribonucleotide biosynthetic process,biological_process,0.928600926127486,0.9824795281751049,1/321 (0.31%),160/19699 (0.81%)
4325,GO:0042581,specific granule,cellular_component,0.928600926127486,0.9824795281751049,1/321 (0.31%),160/19699 (0.81%)
4326,GO:0005802,trans-Golgi network,cellular_component,0.9291547486193736,0.982838290832187,2/321 (0.62%),262/19699 (1.33%)
4327,GO:0002449,lymphocyte mediated immunity,biological_process,0.931969811062075,0.9854586372782329,2/321 (0.62%),265/19699 (1.35%)
4328,GO:0006909,phagocytosis,biological_process,0.93206258264747,0.9854586372782329,1/321 (0.31%),163/19699 (0.83%)
4329,GO:0000151,ubiquitin ligase complex,cellular_component,0.9326608778523743,0.9858634729631217,3/321 (0.93%),357/19699 (1.81%)
4330,GO:0015399,primary active transmembrane transporter activity,molecular_function,0.9331788762065487,0.9859556132034565,1/321 (0.31%),164/19699 (0.83%)
4331,GO:0070820,tertiary granule,cellular_component,0.9331788762065487,0.9859556132034565,1/321 (0.31%),164/19699 (0.83%)
4332,GO:0030139,endocytic vesicle,cellular_component,0.9342508162431917,0.9866492775741507,3/321 (0.93%),359/19699 (1.82%)
4333,GO:0110053,regulation of actin filament organization,biological_process,0.9346790695809645,0.9866492775741507,2/321 (0.62%),268/19699 (1.36%)
4334,GO:0016050,vesicle organization,biological_process,0.9350327793365601,0.9866492775741507,3/321 (0.93%),360/19699 (1.83%)
4335,GO:0010959,regulation of metal ion transport,biological_process,0.9350327793365601,0.9866492775741507,3/321 (0.93%),360/19699 (1.83%)
4336,GO:0043409,negative regulation of MAPK cascade,biological_process,0.9353569044133037,0.9866492775741507,1/321 (0.31%),166/19699 (0.84%)
4337,GO:0046390,ribose phosphate biosynthetic process,biological_process,0.9353569044133037,0.9866492775741507,1/321 (0.31%),166/19699 (0.84%)
4338,GO:0030198,extracellular matrix organization,biological_process,0.9355592732470086,0.9866492775741507,2/321 (0.62%),269/19699 (1.37%)
4339,GO:0097060,synaptic membrane,cellular_component,0.9355599442149473,0.9866492775741507,4/321 (1.25%),447/19699 (2.27%)
4340,GO:0043062,extracellular structure organization,biological_process,0.936428256228092,0.9868384159742872,2/321 (0.62%),270/19699 (1.37%)
4341,GO:0045229,external encapsulating structure organization,biological_process,0.9372861489706305,0.9868384159742872,2/321 (0.62%),271/19699 (1.38%)
4342,GO:0019722,calcium-mediated signaling,biological_process,0.9374641539559102,0.9868384159742872,1/321 (0.31%),168/19699 (0.85%)
4343,GO:0005201,extracellular matrix structural constituent,molecular_function,0.9374641539559102,0.9868384159742872,1/321 (0.31%),168/19699 (0.85%)
4344,GO:0005814,centriole,cellular_component,0.9374641539559102,0.9868384159742872,1/321 (0.31%),168/19699 (0.85%)
4345,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,biological_process,0.9374641539559102,0.9868384159742872,1/321 (0.31%),168/19699 (0.85%)
4346,GO:0007605,sensory perception of sound,biological_process,0.9374641539559102,0.9868384159742872,1/321 (0.31%),168/19699 (0.85%)
4347,GO:0050905,neuromuscular process,biological_process,0.9374641539559102,0.9868384159742872,1/321 (0.31%),168/19699 (0.85%)
4348,GO:0046034,ATP metabolic process,biological_process,0.939502917950894,0.9883822963018917,1/321 (0.31%),170/19699 (0.86%)
4349,GO:0003018,vascular process in circulatory system,biological_process,0.9397945714454518,0.9883822963018917,2/321 (0.62%),274/19699 (1.39%)
4350,GO:0046394,carboxylic acid biosynthetic process,biological_process,0.9397945714454518,0.9883822963018917,2/321 (0.62%),274/19699 (1.39%)
4351,GO:0006520,amino acid metabolic process,biological_process,0.9397945714454518,0.9883822963018917,2/321 (0.62%),274/19699 (1.39%)
4352,GO:0006163,purine nucleotide metabolic process,biological_process,0.9402713097985133,0.9884400015743847,3/321 (0.93%),367/19699 (1.86%)
